date,product_code,product,variant,sold_quantity,gross_price_per_item,gross_price_total
2021-01-01,A1920150404,"AQ MB Lito",Premium,26,38.9780,1013.4280
2021-02-01,A1920150404,"AQ MB Lito",Premium,111,38.9780,4326.5580
2021-04-01,A1920150404,"AQ MB Lito",Premium,47,38.9780,1831.9660
2021-05-01,A1920150404,"AQ MB Lito",Premium,71,38.9780,2767.4380
2021-06-01,A1920150404,"AQ MB Lito",Premium,122,38.9780,4755.3160
2021-08-01,A1920150404,"AQ MB Lito",Premium,100,38.9780,3897.8000
2020-09-01,A2020150501,"AQ MB Lito 2",Standard,143,41.3696,5915.8528
2020-10-01,A2020150501,"AQ MB Lito 2",Standard,26,41.3696,1075.6096
2020-12-01,A2020150501,"AQ MB Lito 2",Standard,34,41.3696,1406.5664
2021-01-01,A2020150501,"AQ MB Lito 2",Standard,130,41.3696,5378.0480
2021-02-01,A2020150501,"AQ MB Lito 2",Standard,99,41.3696,4095.5904
2021-04-01,A2020150501,"AQ MB Lito 2",Standard,78,41.3696,3226.8288
2021-05-01,A2020150501,"AQ MB Lito 2",Standard,86,41.3696,3557.7856
2021-06-01,A2020150501,"AQ MB Lito 2",Standard,134,41.3696,5543.5264
2021-08-01,A2020150501,"AQ MB Lito 2",Standard,102,41.3696,4219.6992
2020-09-01,A2020150502,"AQ MB Lito 2","Plus 1",115,39.3932,4530.2180
2020-10-01,A2020150502,"AQ MB Lito 2","Plus 1",168,39.3932,6618.0576
2020-12-01,A2020150502,"AQ MB Lito 2","Plus 1",148,39.3932,5830.1936
2021-01-01,A2020150502,"AQ MB Lito 2","Plus 1",77,39.3932,3033.2764
2021-02-01,A2020150502,"AQ MB Lito 2","Plus 1",92,39.3932,3624.1744
2021-04-01,A2020150502,"AQ MB Lito 2","Plus 1",79,39.3932,3112.0628
2021-05-01,A2020150502,"AQ MB Lito 2","Plus 1",64,39.3932,2521.1648
2021-06-01,A2020150502,"AQ MB Lito 2","Plus 1",34,39.3932,1339.3688
2021-08-01,A2020150502,"AQ MB Lito 2","Plus 1",41,39.3932,1615.1212
2020-09-01,A2021150503,"AQ MB Lito 2","Plus 2",17,45.4377,772.4409
2020-10-01,A2021150503,"AQ MB Lito 2","Plus 2",179,45.4377,8133.3483
2020-12-01,A2021150503,"AQ MB Lito 2","Plus 2",187,45.4377,8496.8499
2021-01-01,A2021150503,"AQ MB Lito 2","Plus 2",26,45.4377,1181.3802
2021-02-01,A2021150503,"AQ MB Lito 2","Plus 2",37,45.4377,1681.1949
2021-04-01,A2021150503,"AQ MB Lito 2","Plus 2",98,45.4377,4452.8946
2021-05-01,A2021150503,"AQ MB Lito 2","Plus 2",73,45.4377,3316.9521
2021-06-01,A2021150503,"AQ MB Lito 2","Plus 2",142,45.4377,6452.1534
2021-08-01,A2021150503,"AQ MB Lito 2","Plus 2",35,45.4377,1590.3195
2020-09-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",537,2.9434,1580.6058
2020-10-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",1036,2.9434,3049.3624
2020-12-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",921,2.9434,2710.8714
2021-01-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",306,2.9434,900.6804
2021-02-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",485,2.9434,1427.5490
2021-04-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",291,2.9434,856.5294
2021-05-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",982,2.9434,2890.4188
2021-06-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",830,2.9434,2443.0220
2021-08-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",216,2.9434,635.7744
2020-09-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",177,3.9998,707.9646
2020-10-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1111,3.9998,4443.7778
2020-12-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1816,3.9998,7263.6368
2021-01-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",797,3.9998,3187.8406
2021-02-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",765,3.9998,3059.8470
2021-04-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",657,3.9998,2627.8686
2021-05-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",905,3.9998,3619.8190
2021-06-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",778,3.9998,3111.8444
2021-08-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",287,3.9998,1147.9426
2020-09-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",383,4.5295,1734.7985
2020-10-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",352,4.5295,1594.3840
2020-12-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",1771,4.5295,8021.7445
2021-01-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",915,4.5295,4144.4925
2021-02-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",934,4.5295,4230.5530
2021-04-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",944,4.5295,4275.8480
2021-05-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",146,4.5295,661.3070
2021-06-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",817,4.5295,3700.6015
2021-08-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",795,4.5295,3600.9525
2020-09-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",433,5.0459,2184.8747
2020-10-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",979,5.0459,4939.9361
2020-12-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",584,5.0459,2946.8056
2021-01-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",851,5.0459,4294.0609
2021-02-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",1005,5.0459,5071.1295
2021-04-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",907,5.0459,4576.6313
2021-05-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",514,5.0459,2593.5926
2021-06-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",892,5.0459,4500.9428
2021-08-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",815,5.0459,4112.4085
2020-09-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",844,4.6904,3958.6976
2020-10-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",600,4.6904,2814.2400
2020-12-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",1123,4.6904,5267.3192
2021-01-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",869,4.6904,4075.9576
2021-02-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",963,4.6904,4516.8552
2021-04-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",362,4.6904,1697.9248
2021-05-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",341,4.6904,1599.4264
2021-06-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",647,4.6904,3034.6888
2021-08-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",659,4.6904,3090.9736
2020-09-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",944,5.2542,4959.9648
2020-10-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",860,5.2542,4518.6120
2020-12-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",749,5.2542,3935.3958
2021-01-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",647,5.2542,3399.4674
2021-02-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",374,5.2542,1965.0708
2021-04-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",940,5.2542,4938.9480
2021-05-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",123,5.2542,646.2666
2021-06-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",701,5.2542,3683.1942
2021-08-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",820,5.2542,4308.4440
2020-09-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",129,5.4383,701.5407
2020-10-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",368,5.4383,2001.2944
2020-12-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",1827,5.4383,9935.7741
2021-01-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",349,5.4383,1897.9667
2021-02-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",1038,5.4383,5644.9554
2021-04-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",173,5.4383,940.8259
2021-05-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",961,5.4383,5226.2063
2021-06-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",451,5.4383,2452.6733
2021-08-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",495,5.4383,2691.9585
2020-09-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",218,6.4054,1396.3772
2020-10-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",584,6.4054,3740.7536
2020-12-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",640,6.4054,4099.4560
2021-01-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",753,6.4054,4823.2662
2021-02-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",892,6.4054,5713.6168
2021-04-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",495,6.4054,3170.6730
2021-05-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",659,6.4054,4221.1586
2021-06-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",483,6.4054,3093.8082
2021-08-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",349,6.4054,2235.4846
2020-09-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",686,6.7301,4616.8486
2020-10-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",817,6.7301,5498.4917
2020-12-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",1333,6.7301,8971.2233
2021-01-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",266,6.7301,1790.2066
2021-02-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",268,6.7301,1803.6668
2021-04-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",930,6.7301,6258.9930
2021-05-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",861,6.7301,5794.6161
2021-06-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",786,6.7301,5289.8586
2021-08-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",963,6.7301,6481.0863
2020-09-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",749,7.3526,5507.0974
2020-10-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",979,7.3526,7198.1954
2020-12-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",1842,7.3526,13543.4892
2021-01-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",248,7.3526,1823.4448
2021-02-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",948,7.3526,6970.2648
2021-04-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",131,7.3526,963.1906
2021-05-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",946,7.3526,6955.5596
2021-06-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",345,7.3526,2536.6470
2021-08-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",853,7.3526,6271.7678
2020-09-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",969,7.9813,7733.8797
2020-10-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",992,7.9813,7917.4496
2020-12-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",1595,7.9813,12730.1735
2021-01-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",223,7.9813,1779.8299
2021-02-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",1015,7.9813,8101.0195
2021-04-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",682,7.9813,5443.2466
2021-05-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",381,7.9813,3040.8753
2021-06-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",682,7.9813,5443.2466
2021-08-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",202,7.9813,1612.2226
2020-09-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",578,8.3193,4808.5554
2020-10-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",308,8.3193,2562.3444
2020-12-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",401,8.3193,3336.0393
2021-01-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",337,8.3193,2803.6041
2021-02-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",372,8.3193,3094.7796
2021-04-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",256,8.3193,2129.7408
2021-05-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",836,8.3193,6954.9348
2021-06-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",401,8.3193,3336.0393
2021-08-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",401,8.3193,3336.0393
2020-09-01,A2319150301,"AQ Gamers Ms","Standard 1",765,8.8044,6735.3660
2020-10-01,A2319150301,"AQ Gamers Ms","Standard 1",297,8.8044,2614.9068
2020-12-01,A2319150301,"AQ Gamers Ms","Standard 1",1587,8.8044,13972.5828
2021-01-01,A2319150301,"AQ Gamers Ms","Standard 1",1011,8.8044,8901.2484
2021-02-01,A2319150301,"AQ Gamers Ms","Standard 1",693,8.8044,6101.4492
2021-04-01,A2319150301,"AQ Gamers Ms","Standard 1",508,8.8044,4472.6352
2021-05-01,A2319150301,"AQ Gamers Ms","Standard 1",125,8.8044,1100.5500
2021-06-01,A2319150301,"AQ Gamers Ms","Standard 1",512,8.8044,4507.8528
2021-08-01,A2319150301,"AQ Gamers Ms","Standard 1",318,8.8044,2799.7992
2020-09-01,A2319150302,"AQ Gamers Ms","Standard 2",537,8.9901,4827.6837
2020-10-01,A2319150302,"AQ Gamers Ms","Standard 2",1333,8.9901,11983.8033
2020-12-01,A2319150302,"AQ Gamers Ms","Standard 2",1250,8.9901,11237.6250
2021-01-01,A2319150302,"AQ Gamers Ms","Standard 2",699,8.9901,6284.0799
2021-02-01,A2319150302,"AQ Gamers Ms","Standard 2",743,8.9901,6679.6443
2021-04-01,A2319150302,"AQ Gamers Ms","Standard 2",428,8.9901,3847.7628
2021-05-01,A2319150302,"AQ Gamers Ms","Standard 2",564,8.9901,5070.4164
2021-06-01,A2319150302,"AQ Gamers Ms","Standard 2",1011,8.9901,9088.9911
2021-08-01,A2319150302,"AQ Gamers Ms","Standard 2",705,8.9901,6338.0205
2020-09-01,A2319150303,"AQ Gamers Ms","Plus 1",888,9.3977,8345.1576
2020-10-01,A2319150303,"AQ Gamers Ms","Plus 1",906,9.3977,8514.3162
2020-12-01,A2319150303,"AQ Gamers Ms","Plus 1",341,9.3977,3204.6157
2021-01-01,A2319150303,"AQ Gamers Ms","Plus 1",584,9.3977,5488.2568
2021-02-01,A2319150303,"AQ Gamers Ms","Plus 1",730,9.3977,6860.3210
2021-04-01,A2319150303,"AQ Gamers Ms","Plus 1",576,9.3977,5413.0752
2021-05-01,A2319150303,"AQ Gamers Ms","Plus 1",137,9.3977,1287.4849
2021-06-01,A2319150303,"AQ Gamers Ms","Plus 1",237,9.3977,2227.2549
2021-08-01,A2319150303,"AQ Gamers Ms","Plus 1",584,9.3977,5488.2568
2020-09-01,A2319150304,"AQ Gamers Ms","Plus 2",466,10.4573,4873.1018
2020-10-01,A2319150304,"AQ Gamers Ms","Plus 2",1179,10.4573,12329.1567
2020-12-01,A2319150304,"AQ Gamers Ms","Plus 2",1430,10.4573,14953.9390
2021-01-01,A2319150304,"AQ Gamers Ms","Plus 2",924,10.4573,9662.5452
2021-02-01,A2319150304,"AQ Gamers Ms","Plus 2",1000,10.4573,10457.3000
2021-04-01,A2319150304,"AQ Gamers Ms","Plus 2",462,10.4573,4831.2726
2021-05-01,A2319150304,"AQ Gamers Ms","Plus 2",867,10.4573,9066.4791
2021-06-01,A2319150304,"AQ Gamers Ms","Plus 2",327,10.4573,3419.5371
2021-08-01,A2319150304,"AQ Gamers Ms","Plus 2",828,10.4573,8658.6444
2020-09-01,A2319150305,"AQ Gamers Ms","Premium 1",516,10.4370,5385.4920
2020-10-01,A2319150305,"AQ Gamers Ms","Premium 1",571,10.4370,5959.5270
2020-12-01,A2319150305,"AQ Gamers Ms","Premium 1",1209,10.4370,12618.3330
2021-01-01,A2319150305,"AQ Gamers Ms","Premium 1",678,10.4370,7076.2860
2021-02-01,A2319150305,"AQ Gamers Ms","Premium 1",497,10.4370,5187.1890
2021-04-01,A2319150305,"AQ Gamers Ms","Premium 1",256,10.4370,2671.8720
2021-05-01,A2319150305,"AQ Gamers Ms","Premium 1",154,10.4370,1607.2980
2021-06-01,A2319150305,"AQ Gamers Ms","Premium 1",270,10.4370,2817.9900
2021-08-01,A2319150305,"AQ Gamers Ms","Premium 1",809,10.4370,8443.5330
2020-09-01,A2319150306,"AQ Gamers Ms","Premium 2",200,10.8659,2173.1800
2020-10-01,A2319150306,"AQ Gamers Ms","Premium 2",787,10.8659,8551.4633
2020-12-01,A2319150306,"AQ Gamers Ms","Premium 2",389,10.8659,4226.8351
2021-01-01,A2319150306,"AQ Gamers Ms","Premium 2",666,10.8659,7236.6894
2021-02-01,A2319150306,"AQ Gamers Ms","Premium 2",605,10.8659,6573.8695
2021-04-01,A2319150306,"AQ Gamers Ms","Premium 2",362,10.8659,3933.4558
2021-05-01,A2319150306,"AQ Gamers Ms","Premium 2",892,10.8659,9692.3828
2021-06-01,A2319150306,"AQ Gamers Ms","Premium 2",256,10.8659,2781.6704
2021-08-01,A2319150306,"AQ Gamers Ms","Premium 2",293,10.8659,3183.7087
2020-09-01,A2419150401,"AQ Lite Ms","Standard 1",181,11.4829,2078.4049
2020-10-01,A2419150401,"AQ Lite Ms","Standard 1",397,11.4829,4558.7113
2020-12-01,A2419150401,"AQ Lite Ms","Standard 1",513,11.4829,5890.7277
2021-01-01,A2419150401,"AQ Lite Ms","Standard 1",971,11.4829,11149.8959
2021-02-01,A2419150401,"AQ Lite Ms","Standard 1",208,11.4829,2388.4432
2021-04-01,A2419150401,"AQ Lite Ms","Standard 1",295,11.4829,3387.4555
2021-05-01,A2419150401,"AQ Lite Ms","Standard 1",166,11.4829,1906.1614
2021-06-01,A2419150401,"AQ Lite Ms","Standard 1",310,11.4829,3559.6990
2021-08-01,A2419150401,"AQ Lite Ms","Standard 1",526,11.4829,6040.0054
2020-09-01,A2419150402,"AQ Lite Ms","Standard 2",218,11.2819,2459.4542
2020-10-01,A2419150402,"AQ Lite Ms","Standard 2",273,11.2819,3079.9587
2020-12-01,A2419150402,"AQ Lite Ms","Standard 2",1483,11.2819,16731.0577
2021-01-01,A2419150402,"AQ Lite Ms","Standard 2",300,11.2819,3384.5700
2021-02-01,A2419150402,"AQ Lite Ms","Standard 2",264,11.2819,2978.4216
2021-04-01,A2419150402,"AQ Lite Ms","Standard 2",1025,11.2819,11563.9475
2021-05-01,A2419150402,"AQ Lite Ms","Standard 2",547,11.2819,6171.1993
2021-06-01,A2419150402,"AQ Lite Ms","Standard 2",753,11.2819,8495.2707
2021-08-01,A2419150402,"AQ Lite Ms","Standard 2",196,11.2819,2211.2524
2020-09-01,A2419150403,"AQ Lite Ms","Plus 1",310,10.8925,3376.6750
2020-10-01,A2419150403,"AQ Lite Ms","Plus 1",784,10.8925,8539.7200
2020-12-01,A2419150403,"AQ Lite Ms","Plus 1",711,10.8925,7744.5675
2021-01-01,A2419150403,"AQ Lite Ms","Plus 1",917,10.8925,9988.4225
2021-02-01,A2419150403,"AQ Lite Ms","Plus 1",661,10.8925,7199.9425
2021-04-01,A2419150403,"AQ Lite Ms","Plus 1",262,10.8925,2853.8350
2021-05-01,A2419150403,"AQ Lite Ms","Plus 1",647,10.8925,7047.4475
2021-06-01,A2419150403,"AQ Lite Ms","Plus 1",277,10.8925,3017.2225
2021-08-01,A2419150403,"AQ Lite Ms","Plus 1",584,10.8925,6361.2200
2020-09-01,A2419150404,"AQ Lite Ms","Plus 2",144,11.6332,1675.1808
2020-10-01,A2419150404,"AQ Lite Ms","Plus 2",324,11.6332,3769.1568
2020-12-01,A2419150404,"AQ Lite Ms","Plus 2",1183,11.6332,13762.0756
2021-01-01,A2419150404,"AQ Lite Ms","Plus 2",978,11.6332,11377.2696
2021-02-01,A2419150404,"AQ Lite Ms","Plus 2",682,11.6332,7933.8424
2021-04-01,A2419150404,"AQ Lite Ms","Plus 2",449,11.6332,5223.3068
2021-05-01,A2419150404,"AQ Lite Ms","Plus 2",678,11.6332,7887.3096
2021-06-01,A2419150404,"AQ Lite Ms","Plus 2",520,11.6332,6049.2640
2021-08-01,A2419150404,"AQ Lite Ms","Plus 2",279,11.6332,3245.6628
2020-09-01,A2419150405,"AQ Lite Ms","Premium 1",495,12.7423,6307.4385
2020-10-01,A2419150405,"AQ Lite Ms","Premium 1",708,12.7423,9021.5484
2020-12-01,A2419150405,"AQ Lite Ms","Premium 1",846,12.7423,10779.9858
2021-01-01,A2419150405,"AQ Lite Ms","Premium 1",121,12.7423,1541.8183
2021-02-01,A2419150405,"AQ Lite Ms","Premium 1",867,12.7423,11047.5741
2021-04-01,A2419150405,"AQ Lite Ms","Premium 1",745,12.7423,9493.0135
2021-05-01,A2419150405,"AQ Lite Ms","Premium 1",965,12.7423,12296.3195
2021-06-01,A2419150405,"AQ Lite Ms","Premium 1",909,12.7423,11582.7507
2021-08-01,A2419150405,"AQ Lite Ms","Premium 1",341,12.7423,4345.1243
2020-09-01,A2420150406,"AQ Lite Ms","Premium 2",302,12.2979,3713.9658
2020-10-01,A2420150406,"AQ Lite Ms","Premium 2",465,12.2979,5718.5235
2020-12-01,A2420150406,"AQ Lite Ms","Premium 2",1179,12.2979,14499.2241
2021-01-01,A2420150406,"AQ Lite Ms","Premium 2",892,12.2979,10969.7268
2021-02-01,A2420150406,"AQ Lite Ms","Premium 2",119,12.2979,1463.4501
2021-04-01,A2420150406,"AQ Lite Ms","Premium 2",851,12.2979,10465.5129
2021-05-01,A2420150406,"AQ Lite Ms","Premium 2",156,12.2979,1918.4724
2021-06-01,A2420150406,"AQ Lite Ms","Premium 2",1015,12.2979,12482.3685
2021-08-01,A2420150406,"AQ Lite Ms","Premium 2",643,12.2979,7907.5497
2020-09-01,A2520150501,"AQ Maxima Ms","Standard 1",1036,12.0689,12503.3804
2020-10-01,A2520150501,"AQ Maxima Ms","Standard 1",511,12.0689,6167.2079
2020-12-01,A2520150501,"AQ Maxima Ms","Standard 1",1363,12.0689,16449.9107
2021-01-01,A2520150501,"AQ Maxima Ms","Standard 1",329,12.0689,3970.6681
2021-02-01,A2520150501,"AQ Maxima Ms","Standard 1",701,12.0689,8460.2989
2021-04-01,A2520150501,"AQ Maxima Ms","Standard 1",470,12.0689,5672.3830
2021-05-01,A2520150501,"AQ Maxima Ms","Standard 1",549,12.0689,6625.8261
2021-06-01,A2520150501,"AQ Maxima Ms","Standard 1",202,12.0689,2437.9178
2021-08-01,A2520150501,"AQ Maxima Ms","Standard 1",456,12.0689,5503.4184
2020-09-01,A2520150502,"AQ Maxima Ms","Standard 2",903,14.5267,13117.6101
2020-10-01,A2520150502,"AQ Maxima Ms","Standard 2",779,14.5267,11316.2993
2020-12-01,A2520150502,"AQ Maxima Ms","Standard 2",1760,14.5267,25566.9920
2021-01-01,A2520150502,"AQ Maxima Ms","Standard 2",982,14.5267,14265.2194
2021-02-01,A2520150502,"AQ Maxima Ms","Standard 2",555,14.5267,8062.3185
2021-04-01,A2520150502,"AQ Maxima Ms","Standard 2",204,14.5267,2963.4468
2021-05-01,A2520150502,"AQ Maxima Ms","Standard 2",349,14.5267,5069.8183
2021-06-01,A2520150502,"AQ Maxima Ms","Standard 2",133,14.5267,1932.0511
2021-08-01,A2520150502,"AQ Maxima Ms","Standard 2",441,14.5267,6406.2747
2020-09-01,A2520150503,"AQ Maxima Ms","Plus 1",872,14.1682,12354.6704
2020-10-01,A2520150503,"AQ Maxima Ms","Plus 1",833,14.1682,11802.1106
2020-12-01,A2520150503,"AQ Maxima Ms","Plus 1",1194,14.1682,16916.8308
2021-01-01,A2520150503,"AQ Maxima Ms","Plus 1",193,14.1682,2734.4626
2021-02-01,A2520150503,"AQ Maxima Ms","Plus 1",341,14.1682,4831.3562
2021-04-01,A2520150503,"AQ Maxima Ms","Plus 1",376,14.1682,5327.2432
2021-05-01,A2520150503,"AQ Maxima Ms","Plus 1",795,14.1682,11263.7190
2021-06-01,A2520150503,"AQ Maxima Ms","Plus 1",137,14.1682,1941.0434
2021-08-01,A2520150503,"AQ Maxima Ms","Plus 1",1015,14.1682,14380.7230
2020-09-01,A2520150504,"AQ Maxima Ms","Plus 2",709,14.2800,10124.5200
2020-10-01,A2520150504,"AQ Maxima Ms","Plus 2",1133,14.2800,16179.2400
2020-12-01,A2520150504,"AQ Maxima Ms","Plus 2",1587,14.2800,22662.3600
2021-01-01,A2520150504,"AQ Maxima Ms","Plus 2",478,14.2800,6825.8400
2021-02-01,A2520150504,"AQ Maxima Ms","Plus 2",279,14.2800,3984.1200
2021-04-01,A2520150504,"AQ Maxima Ms","Plus 2",911,14.2800,13009.0800
2021-05-01,A2520150504,"AQ Maxima Ms","Plus 2",518,14.2800,7397.0400
2021-06-01,A2520150504,"AQ Maxima Ms","Plus 2",740,14.2800,10567.2000
2021-08-01,A2520150504,"AQ Maxima Ms","Plus 2",337,14.2800,4812.3600
2020-09-01,A2520150505,"AQ Maxima Ms","Premium 1",497,15.1762,7542.5714
2020-10-01,A2520150505,"AQ Maxima Ms","Premium 1",727,15.1762,11033.0974
2020-12-01,A2520150505,"AQ Maxima Ms","Premium 1",1692,15.1762,25678.1304
2021-01-01,A2520150505,"AQ Maxima Ms","Premium 1",849,15.1762,12884.5938
2021-02-01,A2520150505,"AQ Maxima Ms","Premium 1",447,15.1762,6783.7614
2021-04-01,A2520150505,"AQ Maxima Ms","Premium 1",788,15.1762,11958.8456
2021-05-01,A2520150505,"AQ Maxima Ms","Premium 1",412,15.1762,6252.5944
2021-06-01,A2520150505,"AQ Maxima Ms","Premium 1",352,15.1762,5342.0224
2021-08-01,A2520150505,"AQ Maxima Ms","Premium 1",639,15.1762,9697.5918
2020-09-01,A2520150506,"AQ Maxima Ms","Premium 2",973,14.5677,14174.3721
2020-10-01,A2520150506,"AQ Maxima Ms","Premium 2",776,14.5677,11304.5352
2020-12-01,A2520150506,"AQ Maxima Ms","Premium 2",1101,14.5677,16039.0377
2021-01-01,A2520150506,"AQ Maxima Ms","Premium 2",164,14.5677,2389.1028
2021-02-01,A2520150506,"AQ Maxima Ms","Premium 2",262,14.5677,3816.7374
2021-04-01,A2520150506,"AQ Maxima Ms","Premium 2",597,14.5677,8696.9169
2021-05-01,A2520150506,"AQ Maxima Ms","Premium 2",820,14.5677,11945.5140
2021-06-01,A2520150506,"AQ Maxima Ms","Premium 2",106,14.5677,1544.1762
2021-08-01,A2520150506,"AQ Maxima Ms","Premium 2",599,14.5677,8726.0523
2020-09-01,A2620150601,"AQ Qwerty Ms","Standard 1",570,14.9013,8493.7410
2020-10-01,A2620150601,"AQ Qwerty Ms","Standard 1",160,14.9013,2384.2080
2020-12-01,A2620150601,"AQ Qwerty Ms","Standard 1",513,14.9013,7644.3669
2021-01-01,A2620150601,"AQ Qwerty Ms","Standard 1",372,14.9013,5543.2836
2021-02-01,A2620150601,"AQ Qwerty Ms","Standard 1",352,14.9013,5245.2576
2021-04-01,A2620150601,"AQ Qwerty Ms","Standard 1",206,14.9013,3069.6678
2021-05-01,A2620150601,"AQ Qwerty Ms","Standard 1",584,14.9013,8702.3592
